tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr28815,61, Private, 81132, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male, 7298, 0, 40, Philippines, >50K
tr28816,56, Federal-gov, 255386, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Laos, <=50K
tr28817,21, Private, 191497, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr28818,17, Private, 128617, 10th, 6, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 26, United-States, <=50K
tr28819,29, Private, 368949, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, ?, >50K
tr28820,28, Local-gov, 263600, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28821,62, Private, 257277, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
tr28822,39, Private, 339442, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, Black, Male, 2176, 0, 40, United-States, <=50K
tr28823,30, Local-gov, 289442, HS-grad, 9, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28824,20, ?, 162667, 11th, 7, Never-married, ?, Unmarried, White, Male, 0, 0, 40, El-Salvador, <=50K
tr28825,18, Local-gov, 466325, 11th, 7, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 12, United-States, <=50K
tr28826,49, Private, 252079, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28827,33, State-gov, 119628, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Hong, <=50K
tr28828,50, Private, 175804, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28829,57, Private, 70720, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 78, United-States, <=50K
tr28830,45, Private, 257609, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28831,41, Private, 124692, Some-college, 10, Married-civ-spouse, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, >50K
tr28832,23, Private, 268525, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K
tr28833,23, Private, 250630, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28834,47, Private, 180277, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, Hungary, <=50K
tr28835,39, Self-emp-not-inc, 191342, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 50, South, <=50K
tr28836,29, Private, 250967, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1887, 48, United-States, >50K
tr28837,46, Private, 153254, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr28838,18, Private, 362600, 5th-6th, 3, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr28839,68, Private, 171933, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28840,62, Private, 211408, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28841,43, Private, 48193, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28842,35, Private, 22463, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28843,21, Private, 440969, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr28844,41, Local-gov, 134524, Assoc-voc, 11, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
tr28845,61, Private, 176689, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28846,24, Private, 220993, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr28847,21, Private, 512828, HS-grad, 9, Never-married, Protective-serv, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
tr28848,36, State-gov, 422275, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr28849,37, Local-gov, 65291, Assoc-voc, 11, Never-married, Protective-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28850,69, Private, 197080, 12th, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 9386, 0, 60, United-States, >50K
tr28851,55, Private, 190257, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 53, United-States, >50K
tr28852,21, Private, 238068, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28853,18, Private, 337046, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr28854,26, Private, 187248, HS-grad, 9, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr28855,20, ?, 250037, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 18, ?, <=50K
tr28856,46, Private, 285750, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 4064, 0, 55, United-States, <=50K
tr28857,23, Private, 260617, 10th, 6, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28858,48, Private, 216999, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28859,36, Private, 531055, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 48, United-States, >50K
tr28860,42, State-gov, 121265, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28861,41, Local-gov, 184466, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, >50K
tr28862,45, Private, 297676, Assoc-acdm, 12, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, Cuba, <=50K
tr28863,52, Private, 114228, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 3325, 0, 40, United-States, <=50K
tr28864,22, Local-gov, 121144, Bachelors, 13, Never-married, Prof-specialty, Own-child, Black, Female, 0, 0, 18, United-States, <=50K
tr28865,20, Private, 26842, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 2176, 0, 40, United-States, <=50K
tr28866,27, Private, 113054, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 43, United-States, <=50K
tr28867,36, Private, 256636, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28868,34, Private, 152246, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 52, United-States, <=50K
tr28869,38, Private, 108140, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr28870,20, ?, 203353, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr28871,47, Private, 207207, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
tr28872,21, Private, 115420, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr28873,33, Private, 80058, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28874,31, Local-gov, 48520, Assoc-acdm, 12, Never-married, Protective-serv, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr28875,61, Private, 411652, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr28876,46, Private, 154405, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 45, United-States, <=50K
tr28877,55, Local-gov, 104917, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr28878,19, State-gov, 261422, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr28879,39, Private, 48915, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28880,61, Private, 172037, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28881,28, Private, 144833, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28882,28, Private, 275116, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28883,61, ?, 72886, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 38, United-States, >50K
tr28884,61, Private, 103575, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 37, United-States, <=50K
tr28885,54, Private, 200783, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28886,37, Local-gov, 44694, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, >50K
tr28887,17, ?, 48703, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K
tr28888,56, Private, 91905, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 4, United-States, <=50K
tr28889,31, Private, 168906, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
tr28890,32, State-gov, 147215, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 55, United-States, >50K
tr28891,28, Private, 153546, 11th, 7, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr28892,34, Private, 35595, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28893,33, Private, 225507, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K
tr28894,42, Private, 345504, Assoc-voc, 11, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
tr28895,64, Private, 137205, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
tr28896,29, Private, 327779, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 20, United-States, <=50K
tr28897,45, Private, 362883, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28898,48, Private, 131309, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
tr28899,44, Private, 188331, Some-college, 10, Separated, Tech-support, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
tr28900,34, Federal-gov, 194740, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28901,40, Private, 43711, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr28902,45, Private, 187033, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2051, 40, United-States, <=50K
tr28903,23, Private, 233923, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr28904,51, Private, 84278, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
tr28905,24, Private, 437666, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 2885, 0, 50, United-States, <=50K
tr28906,57, Private, 186386, Bachelors, 13, Widowed, Prof-specialty, Unmarried, White, Male, 10520, 0, 40, United-States, >50K
tr28907,23, Private, 129767, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 1721, 40, United-States, <=50K
tr28908,34, Private, 180284, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28909,36, Private, 108320, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 4101, 0, 40, United-States, <=50K
tr28910,56, Self-emp-inc, 75214, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 32, United-States, >50K
tr28911,42, Private, 284758, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr28912,45, Self-emp-inc, 188330, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr28913,38, Private, 333651, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 70, United-States, >50K
tr28914,29, Local-gov, 115305, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 7688, 0, 40, United-States, >50K
tr28915,54, Private, 172962, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 1340, 40, United-States, <=50K
tr28916,40, Private, 198096, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28917,29, Private, 163265, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28918,35, Federal-gov, 128608, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr28919,47, Private, 107460, HS-grad, 9, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 37, United-States, <=50K
tr28920,51, Private, 251841, Assoc-voc, 11, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
tr28921,28, Private, 403671, HS-grad, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
tr28922,24, Private, 170070, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 25, United-States, <=50K
tr28923,46, State-gov, 192323, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28924,57, Private, 135796, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 48, United-States, <=50K
tr28925,28, Private, 34532, Bachelors, 13, Never-married, Tech-support, Not-in-family, Black, Male, 0, 0, 30, Jamaica, <=50K
tr28926,23, Private, 236994, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 60, United-States, <=50K
tr28927,19, Private, 208366, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28928,66, State-gov, 102640, HS-grad, 9, Widowed, Prof-specialty, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
tr28929,38, Private, 111377, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K
tr28930,39, Federal-gov, 472166, Some-college, 10, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr28931,39, ?, 86551, 12th, 8, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28932,47, Private, 70943, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 5178, 0, 40, United-States, >50K
tr28933,39, Private, 294919, HS-grad, 9, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 60, United-States, <=50K
tr28934,22, Private, 408383, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr28935,36, Private, 255454, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 30, United-States, <=50K
tr28936,32, Private, 193260, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
tr28937,29, ?, 191935, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28938,43, Local-gov, 125461, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28939,51, Private, 97005, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28940,42, Private, 183319, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr28941,32, State-gov, 167049, 12th, 8, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr28942,51, Private, 161838, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 57, United-States, <=50K
tr28943,38, Private, 165848, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 44, United-States, <=50K
tr28944,21, Private, 138816, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 20, United-States, <=50K
tr28945,33, Self-emp-not-inc, 99761, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
tr28946,34, Private, 112139, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28947,32, Private, 129020, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28948,38, ?, 365465, Assoc-voc, 11, Never-married, ?, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr28949,27, Self-emp-not-inc, 259873, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 60, United-States, >50K
tr28950,35, Self-emp-inc, 89622, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
tr28951,29, State-gov, 201556, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr28952,40, Private, 176286, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
