tst1,50, Self-emp-not-inc, 83311, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 13, United-States,?
tst1444,26, Private, 248612, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 30, United-States,?
tst1445,27, Private, 109004, HS-grad, 9, Separated, Craft-repair, Unmarried, Black, Male, 0, 0, 40, United-States,?
tst1446,39, Federal-gov, 184964, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1447,60, Private, 252413, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 32, United-States,?
tst1448,46, Federal-gov, 33794, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 3103, 0, 40, United-States,?
tst1449,25, Private, 288519, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1450,30, Self-emp-inc, 443546, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States,?
tst1451,67, Self-emp-inc, 111321, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 16, United-States,?
tst1452,37, Self-emp-inc, 97986, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 68, United-States,?
tst1453,26, Private, 227489, Some-college, 10, Never-married, Handlers-cleaners, Other-relative, Black, Male, 0, 0, 40, ?,?
tst1454,40, State-gov, 141858, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 72, United-States,?
tst1455,61, Self-emp-not-inc, 201965, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1456,27, Private, 335421, Masters, 14, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States,?
tst1457,45, Private, 285060, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1458,60, Private, 532845, 1st-4th, 2, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico,?
tst1459,37, Private, 212437, Some-college, 10, Widowed, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 48, United-States,?
tst1460,52, Self-emp-not-inc, 138611, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 55, United-States,?
tst1461,40, Private, 163434, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1462,66, Private, 178120, 5th-6th, 3, Divorced, Priv-house-serv, Not-in-family, Black, Female, 0, 0, 15, United-States,?
tst1463,46, Private, 65353, Some-college, 10, Divorced, Transport-moving, Own-child, White, Male, 3325, 0, 55, United-States,?
tst1464,23, Private, 208946, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 32, United-States,?
tst1465,45, Self-emp-inc, 121124, Prof-school, 15, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1466,45, Self-emp-inc, 40666, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States,?
tst1467,33, Self-emp-not-inc, 359428, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst1468,25, Private, 148300, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States,?
tst1469,43, Private, 184018, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst1470,47, Private, 181342, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female, 0, 0, 40, United-States,?
tst1471,17, Private, 184924, 9th, 5, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 1719, 15, United-States,?
tst1472,18, Private, 232082, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States,?
tst1473,47, Private, 163814, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1474,34, Private, 81206, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst1475,25, Local-gov, 45474, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States,?
tst1476,27, Private, 183802, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1477,37, Private, 177895, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 5013, 0, 40, United-States,?
tst1478,17, Private, 136363, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States,?
tst1479,34, Private, 48935, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States,?
tst1480,33, Private, 226267, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Mexico,?
tst1481,27, Private, 190391, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1482,64, Private, 166715, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States,?
tst1483,41, Private, 197372, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States,?
tst1484,23, Private, 57898, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1485,38, Private, 430035, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 54, Mexico,?
tst1486,17, Private, 112795, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States,?
tst1487,49, Self-emp-not-inc, 123598, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1488,35, Private, 108140, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1489,24, Private, 214542, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 60, Canada,?
tst1490,51, Federal-gov, 72436, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 57, United-States,?
tst1491,27, ?, 60726, HS-grad, 9, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States,?
tst1492,36, Private, 245090, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 3137, 0, 50, El-Salvador,?
tst1493,35, Self-emp-not-inc, 241469, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 2635, 0, 30, United-States,?
tst1494,39, Private, 89040, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst1495,21, Private, 170302, HS-grad, 9, Never-married, Farming-fishing, Other-relative, White, Male, 0, 0, 50, United-States,?
tst1496,25, Private, 367306, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1497,31, Private, 243773, 9th, 5, Never-married, Other-service, Unmarried, White, Female, 0, 0, 20, United-States,?
tst1498,30, Private, 226396, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 30, United-States,?
tst1499,37, Self-emp-not-inc, 326400, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States,?
tst1500,29, ?, 208406, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 0, 0, 35, United-States,?
tst1501,54, State-gov, 137815, 12th, 8, Never-married, Other-service, Own-child, White, Male, 4101, 0, 40, United-States,?
tst1502,21, Private, 195199, HS-grad, 9, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 30, United-States,?
tst1503,31, Private, 198613, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, United-States,?
tst1504,32, Private, 154950, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1505,30, Private, 487330, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 30, United-States,?
tst1506,72, Private, 116640, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3471, 0, 20, United-States,?
tst1507,64, Local-gov, 116620, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 25, United-States,?
tst1508,23, Private, 239375, Bachelors, 13, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States,?
tst1509,25, Private, 169124, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States,?
tst1510,21, Private, 301408, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 1602, 22, United-States,?
tst1511,18, Self-emp-inc, 101061, 11th, 7, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 70, United-States,?
tst1512,54, Private, 142169, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States,?
tst1513,50, State-gov, 201513, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1514,21, State-gov, 164922, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States,?
tst1515,49, Federal-gov, 181657, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst1516,50, Self-emp-inc, 152810, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 70, Germany,?
tst1517,41, ?, 213416, 5th-6th, 3, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 32, Mexico,?
tst1518,58, Private, 159378, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States,?
tst1519,22, Private, 232985, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 20, United-States,?
tst1520,17, ?, 371316, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 25, United-States,?
tst1521,34, Private, 185216, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States,?
tst1522,50, Self-emp-not-inc, 371305, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 60, United-States,?
tst1523,36, Private, 185325, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 35, United-States,?
tst1524,43, Private, 87284, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1525,49, Private, 175622, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1526,31, Local-gov, 189843, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 47, United-States,?
tst1527,45, State-gov, 32186, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1528,41, State-gov, 175537, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 38, United-States,?
tst1529,23, Private, 39615, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 10, United-States,?
tst1530,24, Private, 234640, Assoc-voc, 11, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States,?
tst1531,24, Private, 128061, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 594, 0, 15, United-States,?
tst1532,20, Private, 182342, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States,?
tst1533,35, Private, 111387, 9th, 5, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1534,24, Private, 241752, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1535,24, Private, 202721, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States,?
tst1536,29, Self-emp-inc, 206903, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States,?
tst1537,40, Private, 205047, HS-grad, 9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1538,29, Private, 229656, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 50, United-States,?
tst1539,24, Private, 143436, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 24, United-States,?
tst1540,32, Private, 143604, 10th, 6, Married-spouse-absent, Other-service, Not-in-family, Black, Female, 0, 0, 37, United-States,?
tst1541,56, Self-emp-not-inc, 26716, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States,?
tst1542,43, Private, 145711, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 72, United-States,?
tst1543,30, Federal-gov, 127610, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst1544,41, Private, 310255, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1545,56, Private, 107165, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 18, United-States,?
tst1546,41, Local-gov, 33658, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 45, United-States,?
tst1547,35, Self-emp-not-inc, 190895, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1548,26, Private, 152129, 12th, 8, Never-married, Other-service, Unmarried, Black, Male, 0, 0, 40, United-States,?
tst1549,18, Private, 141626, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 2176, 0, 20, United-States,?
tst1550,31, Private, 157886, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States,?
tst1551,20, Private, 218962, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1552,41, Private, 170299, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 43, United-States,?
tst1553,46, Private, 165138, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1554,27, Private, 69132, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 37, United-States,?
tst1555,49, Self-emp-not-inc, 47086, Bachelors, 13, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1556,24, Private, 222853, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States,?
tst1557,62, Self-emp-not-inc, 173631, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States,?
tst1558,41, ?, 252127, Some-college, 10, Widowed, ?, Unmarried, Black, Female, 0, 0, 20, United-States,?
tst1559,19, Private, 160811, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 38, United-States,?
tst1560,27, Private, 91501, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States,?
tst1561,31, Private, 20511, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States,?
tst1562,60, Private, 163665, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 16, United-States,?
tst1563,23, Private, 38707, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States,?
tst1564,48, Private, 207120, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1565,38, Private, 187748, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1566,46, State-gov, 327786, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Female, 3325, 0, 42, United-States,?
tst1567,33, Private, 133503, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 7688, 0, 48, United-States,?
tst1568,48, Private, 41504, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1569,18, Private, 261720, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1570,27, Private, 278720, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States,?
tst1571,50, Private, 344621, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1572,45, Private, 156117, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 32, United-States,?
tst1573,90, ?, 313986, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst1574,30, Private, 345522, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 3103, 0, 70, United-States,?
tst1575,51, Self-emp-not-inc, 204322, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States,?
tst1576,30, Private, 377017, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 32, United-States,?
tst1577,31, ?, 259120, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 10, United-States,?
tst1578,50, Private, 176157, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1579,42, Private, 170230, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States,?
tst1580,34, Private, 143582, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 35, Japan,?
tst1581,20, Private, 157332, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States,?
tst1582,26, Private, 31143, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1583,38, Self-emp-not-inc, 238980, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 60, United-States,?
tst1584,54, Private, 178946, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States,?
tst1585,50, Private, 102615, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 40, United-States,?
